Textbox5
"Tarnowskie Góry / Szkoła Podstawowa nr 3 
stan na: 6/14/2025 4:43:30 PM"

tydzien,data_spotk,para,karta
tydz. od 11.11,2024-11-11,W2Name W2Surname-K2Name K2Surname 2024-10-31,brak_zajec
tydz. od 11.11,2024-11-11,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 11.11,2024-11-11,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 11.11,2024-11-11,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 11.11,2024-11-11,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 11.11,2024-11-11,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 11.11,2024-11-11,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 11.11,2024-11-13,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 11.11,2024-11-13,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 11.11,2024-11-13,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 11.11,2024-11-13,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 11.11,2024-11-13,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 11.11,2024-11-13,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 11.11,2024-11-13,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 11.11,2024-11-13,W8Name W8Surname-K8Name K8Surname 2024-10-29,spotkanie_zaakceptowane
tydz. od 11.11,2024-11-14,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 11.11,2024-11-14,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 11.11,2024-11-14,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 11.11,2024-11-14,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 11.11,2024-11-14,W5Name W5Surname-K5Name K5Surname 2024-10-10,odrabianie_zajec_do_akceptacji
tydz. od 11.11,2024-11-14,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 11.11,2024-11-14,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 11.11,2024-11-14,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 11.11,2024-11-14,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 11.11,2024-11-14,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 11.11,2024-11-14,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,spotkanie_do_akceptacji
tydz. od 11.11,2024-11-14,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 11.11,2024-11-14,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 11.11,2024-11-14,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 11.11,2024-11-14,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 11.11,2024-11-14,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 11.11,2024-11-14,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 11.11,2024-11-14,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 11.11,2024-11-14,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 11.11,2024-11-14,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 11.11,2024-11-14,W5Name W5Surname-K5Name K5Surname 2024-10-10,spotkanie_zaakceptowane
tydz. od 11.11,2024-11-14,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 11.11,2024-11-14,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 11.11,2024-11-14,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 11.11,2024-11-15,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 11.11,2024-11-15,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 11.11,2024-11-15,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 11.11,2024-11-15,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 11.11,2024-11-15,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 11.11,2024-11-15,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 11.11,2024-11-15,W7Name W7Surname-K7Name K7Surname 2024-10-29,spotkanie_do_akceptacji
tydz. od 11.11,2024-11-15,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 11.11,2024-11-16,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 11.11,2024-11-16,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 11.11,2024-11-16,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,wydarzenie_do_akceptacji
tydz. od 11.11,2024-11-16,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 11.11,2024-11-16,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 11.11,2024-11-16,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 11.11,2024-11-16,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 11.11,2024-11-16,W8Name W8Surname-K8Name K8Surname 2024-10-29,wydarzenie_do_akceptacji
tydz. od 18.11,2024-11-18,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 18.11,2024-11-18,W2Name W2Surname-K2Name K2Surname 2024-10-31,spotkanie_zaakceptowane
tydz. od 18.11,2024-11-18,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 18.11,2024-11-18,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 18.11,2024-11-18,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 18.11,2024-11-18,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 18.11,2024-11-18,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 18.11,2024-11-18,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 18.11,2024-11-20,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 18.11,2024-11-20,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 18.11,2024-11-20,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 18.11,2024-11-20,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 18.11,2024-11-20,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 18.11,2024-11-20,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 18.11,2024-11-20,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 18.11,2024-11-20,W8Name W8Surname-K8Name K8Surname 2024-10-29,spotkanie_do_akceptacji
tydz. od 18.11,2024-11-21,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 18.11,2024-11-21,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 18.11,2024-11-21,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 18.11,2024-11-21,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 18.11,2024-11-21,W5Name W5Surname-K5Name K5Surname 2024-10-10,odwolal_wolontariusz
tydz. od 18.11,2024-11-21,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 18.11,2024-11-21,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 18.11,2024-11-21,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 18.11,2024-11-21,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 18.11,2024-11-21,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 18.11,2024-11-21,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,spotkanie_do_akceptacji
tydz. od 18.11,2024-11-21,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 18.11,2024-11-21,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 18.11,2024-11-21,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 18.11,2024-11-21,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 18.11,2024-11-21,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 18.11,2024-11-22,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 18.11,2024-11-22,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 18.11,2024-11-22,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 18.11,2024-11-22,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 18.11,2024-11-22,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 18.11,2024-11-22,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 18.11,2024-11-22,W7Name W7Surname-K7Name K7Surname 2024-10-29,odwolalo_dziecko
tydz. od 18.11,2024-11-22,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 18.11,2024-11-22,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 18.11,2024-11-22,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 18.11,2024-11-22,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 18.11,2024-11-22,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 18.11,2024-11-22,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 18.11,2024-11-22,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 18.11,2024-11-22,W7Name W7Surname-K7Name K7Surname 2024-10-29,spotkanie_do_akceptacji
tydz. od 18.11,2024-11-22,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 25.11,2024-11-25,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 25.11,2024-11-25,W2Name W2Surname-K2Name K2Surname 2024-10-31,spotkanie_do_akceptacji
tydz. od 25.11,2024-11-25,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 25.11,2024-11-25,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 25.11,2024-11-25,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 25.11,2024-11-25,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 25.11,2024-11-25,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 25.11,2024-11-25,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 25.11,2024-11-27,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 25.11,2024-11-27,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 25.11,2024-11-27,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 25.11,2024-11-27,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 25.11,2024-11-27,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 25.11,2024-11-27,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 25.11,2024-11-27,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 25.11,2024-11-27,W8Name W8Surname-K8Name K8Surname 2024-10-29,spotkanie_do_akceptacji
tydz. od 25.11,2024-11-28,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 25.11,2024-11-28,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 25.11,2024-11-28,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,odwolalo_dziecko
tydz. od 25.11,2024-11-28,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 25.11,2024-11-28,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 25.11,2024-11-28,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 25.11,2024-11-28,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 25.11,2024-11-28,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 25.11,2024-11-28,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 25.11,2024-11-28,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 25.11,2024-11-28,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 25.11,2024-11-28,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 25.11,2024-11-28,W5Name W5Surname-K5Name K5Surname 2024-10-10,spotkanie_do_akceptacji
tydz. od 25.11,2024-11-28,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 25.11,2024-11-28,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 25.11,2024-11-28,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 25.11,2024-11-29,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 25.11,2024-11-29,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 25.11,2024-11-29,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 25.11,2024-11-29,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 25.11,2024-11-29,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 25.11,2024-11-29,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 25.11,2024-11-29,W7Name W7Surname-K7Name K7Surname 2024-10-29,odwolalo_dziecko
tydz. od 25.11,2024-11-29,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 25.11,2024-11-29,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 25.11,2024-11-29,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 25.11,2024-11-29,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 25.11,2024-11-29,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 25.11,2024-11-29,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 25.11,2024-11-29,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 25.11,2024-11-29,W7Name W7Surname-K7Name K7Surname 2024-10-29,spotkanie_zaakceptowane
tydz. od 25.11,2024-11-29,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 02.12,2024-12-02,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 02.12,2024-12-02,W2Name W2Surname-K2Name K2Surname 2024-10-31,spotkanie_zaakceptowane
tydz. od 02.12,2024-12-02,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 02.12,2024-12-02,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 02.12,2024-12-02,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 02.12,2024-12-02,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 02.12,2024-12-02,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 02.12,2024-12-02,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 02.12,2024-12-05,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 02.12,2024-12-05,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 02.12,2024-12-05,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,spotkanie_zaakceptowane
tydz. od 02.12,2024-12-05,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 02.12,2024-12-05,W5Name W5Surname-K5Name K5Surname 2024-10-10,spotkanie_zaakceptowane
tydz. od 02.12,2024-12-05,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 02.12,2024-12-05,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 02.12,2024-12-05,W8Name W8Surname-K8Name K8Surname 2024-10-29,spotkanie_zaakceptowane
tydz. od 02.12,2024-12-06,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 02.12,2024-12-06,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 02.12,2024-12-06,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 02.12,2024-12-06,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 02.12,2024-12-06,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 02.12,2024-12-06,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 02.12,2024-12-06,W7Name W7Surname-K7Name K7Surname 2024-10-29,odwolalo_dziecko
tydz. od 02.12,2024-12-06,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 09.12,2024-12-11,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 09.12,2024-12-11,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 09.12,2024-12-11,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 09.12,2024-12-11,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 09.12,2024-12-11,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 09.12,2024-12-11,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 09.12,2024-12-11,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 09.12,2024-12-11,W8Name W8Surname-K8Name K8Surname 2024-10-29,odwolal_wolontariusz
tydz. od 09.12,2024-12-11,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 09.12,2024-12-11,W2Name W2Surname-K2Name K2Surname 2024-10-31,wydarzenie_do_akceptacji
tydz. od 09.12,2024-12-11,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 09.12,2024-12-11,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 09.12,2024-12-11,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 09.12,2024-12-11,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 09.12,2024-12-11,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 09.12,2024-12-11,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 09.12,2024-12-12,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 09.12,2024-12-12,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 09.12,2024-12-12,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 09.12,2024-12-12,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 09.12,2024-12-12,W5Name W5Surname-K5Name K5Surname 2024-10-10,spotkanie_do_akceptacji
tydz. od 09.12,2024-12-12,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 09.12,2024-12-12,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 09.12,2024-12-12,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 09.12,2024-12-12,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 09.12,2024-12-12,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 09.12,2024-12-12,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,spotkanie_zaakceptowane
tydz. od 09.12,2024-12-12,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 09.12,2024-12-12,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 09.12,2024-12-12,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 09.12,2024-12-12,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 09.12,2024-12-12,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 09.12,2024-12-13,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 09.12,2024-12-13,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 09.12,2024-12-13,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 09.12,2024-12-13,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 09.12,2024-12-13,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 09.12,2024-12-13,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 09.12,2024-12-13,W7Name W7Surname-K7Name K7Surname 2024-10-29,spotkanie_do_akceptacji
tydz. od 09.12,2024-12-13,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 16.12,2024-12-16,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 16.12,2024-12-16,W2Name W2Surname-K2Name K2Surname 2024-10-31,odwolalo_dziecko
tydz. od 16.12,2024-12-16,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
