Textbox5
"Katowice / Szkoła Podstawowa nr 1 
stan na: 6/14/2025 4:43:30 PM"

tydzien,data_spotk,para,karta
tydz. od 04.11,2024-11-04,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 04.11,2024-11-04,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 04.11,2024-11-04,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 04.11,2024-11-04,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 04.11,2024-11-04,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 04.11,2024-11-04,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 04.11,2024-11-04,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 04.11,2024-11-04,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 04.11,2024-11-04,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 04.11,2024-11-04,W10Name W10Surname-K10Name K10Surname 2024-10-23,odwolalo_dziecko
tydz. od 04.11,2024-11-04,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 04.11,2024-11-04,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 04.11,2024-11-06,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 04.11,2024-11-06,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 04.11,2024-11-06,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 04.11,2024-11-06,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 04.11,2024-11-06,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 04.11,2024-11-06,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 04.11,2024-11-06,W7Name W7Surname-K7Name K7Surname 2024-10-25,odwolalo_dziecko
tydz. od 04.11,2024-11-06,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 04.11,2024-11-06,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 04.11,2024-11-06,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 04.11,2024-11-06,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 04.11,2024-11-06,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 04.11,2024-11-07,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 04.11,2024-11-07,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 04.11,2024-11-07,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 04.11,2024-11-07,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 04.11,2024-11-07,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 04.11,2024-11-07,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 04.11,2024-11-07,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 04.11,2024-11-07,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 04.11,2024-11-07,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 04.11,2024-11-07,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 04.11,2024-11-07,W11Name W11Surname-K11Name K11Surname 2024-10-15,spotkanie_do_akceptacji
tydz. od 04.11,2024-11-07,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 04.11,2024-11-07,W1Name W1Surname-K1Name K1Surname 2025-03-03,spotkanie_zaakceptowane
tydz. od 04.11,2024-11-07,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 04.11,2024-11-07,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 04.11,2024-11-07,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 04.11,2024-11-07,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 04.11,2024-11-07,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 04.11,2024-11-07,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 04.11,2024-11-07,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 04.11,2024-11-07,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 04.11,2024-11-07,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 04.11,2024-11-07,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 04.11,2024-11-07,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 04.11,2024-11-08,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 04.11,2024-11-08,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 04.11,2024-11-08,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 04.11,2024-11-08,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 04.11,2024-11-08,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 04.11,2024-11-08,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 04.11,2024-11-08,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 04.11,2024-11-08,W8Name W8Surname-K8Name K8Surname 2024-10-11,odwolal_wolontariusz
tydz. od 04.11,2024-11-08,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 04.11,2024-11-08,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 04.11,2024-11-08,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 04.11,2024-11-08,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 04.11,2024-11-08,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 04.11,2024-11-08,W2Name W2Surname-K2Name K2Surname 2024-10-30,spotkanie_zaakceptowane
tydz. od 04.11,2024-11-08,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 04.11,2024-11-08,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 04.11,2024-11-08,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 04.11,2024-11-08,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 04.11,2024-11-08,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 04.11,2024-11-08,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 04.11,2024-11-08,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 04.11,2024-11-08,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 04.11,2024-11-08,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 04.11,2024-11-08,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 11.11,2024-11-12,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 11.11,2024-11-12,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 11.11,2024-11-12,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 11.11,2024-11-12,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 11.11,2024-11-12,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 11.11,2024-11-12,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 11.11,2024-11-12,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 11.11,2024-11-12,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 11.11,2024-11-12,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 11.11,2024-11-12,W10Name W10Surname-K10Name K10Surname 2024-10-23,odwolalo_dziecko
tydz. od 11.11,2024-11-12,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 11.11,2024-11-12,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 11.11,2024-11-12,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 11.11,2024-11-12,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 11.11,2024-11-12,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 11.11,2024-11-12,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 11.11,2024-11-12,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 11.11,2024-11-12,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 11.11,2024-11-12,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 11.11,2024-11-12,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 11.11,2024-11-12,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 11.11,2024-11-12,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 11.11,2024-11-12,W11Name W11Surname-K11Name K11Surname 2024-10-15,spotkanie_do_akceptacji
tydz. od 11.11,2024-11-12,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 11.11,2024-11-14,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 11.11,2024-11-14,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 11.11,2024-11-14,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 11.11,2024-11-14,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 11.11,2024-11-14,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 11.11,2024-11-14,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 11.11,2024-11-14,W7Name W7Surname-K7Name K7Surname 2024-10-25,odwolal_wolontariusz
tydz. od 11.11,2024-11-14,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 11.11,2024-11-14,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 11.11,2024-11-14,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 11.11,2024-11-14,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 11.11,2024-11-14,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 11.11,2024-11-14,W1Name W1Surname-K1Name K1Surname 2025-03-03,spotkanie_do_akceptacji
tydz. od 11.11,2024-11-14,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 11.11,2024-11-14,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 11.11,2024-11-14,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 11.11,2024-11-14,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 11.11,2024-11-14,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 11.11,2024-11-14,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 11.11,2024-11-14,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 11.11,2024-11-14,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 11.11,2024-11-14,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 11.11,2024-11-14,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 11.11,2024-11-14,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 11.11,2024-11-15,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 11.11,2024-11-15,W2Name W2Surname-K2Name K2Surname 2024-10-30,odwolalo_dziecko
tydz. od 11.11,2024-11-15,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 11.11,2024-11-15,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 11.11,2024-11-15,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 11.11,2024-11-15,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 11.11,2024-11-15,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 11.11,2024-11-15,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 11.11,2024-11-15,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 11.11,2024-11-15,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 11.11,2024-11-15,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 11.11,2024-11-15,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 11.11,2024-11-16,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 11.11,2024-11-16,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 11.11,2024-11-16,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 11.11,2024-11-16,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 11.11,2024-11-16,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 11.11,2024-11-16,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 11.11,2024-11-16,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 11.11,2024-11-16,W8Name W8Surname-K8Name K8Surname 2024-10-11,odwolalo_dziecko
tydz. od 11.11,2024-11-16,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 11.11,2024-11-16,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 11.11,2024-11-16,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 11.11,2024-11-16,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 11.11,2024-11-16,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 11.11,2024-11-16,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 11.11,2024-11-16,W3Name W3Surname-K3Name K3Surname 2024-11-10,wydarzenie_do_akceptacji
tydz. od 11.11,2024-11-16,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 11.11,2024-11-16,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 11.11,2024-11-16,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 11.11,2024-11-16,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 11.11,2024-11-16,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 11.11,2024-11-16,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 11.11,2024-11-16,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 11.11,2024-11-16,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 11.11,2024-11-16,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 18.11,2024-11-18,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 18.11,2024-11-18,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 18.11,2024-11-18,W3Name W3Surname-K3Name K3Surname 2024-11-10,odwolalo_dziecko
tydz. od 18.11,2024-11-18,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 18.11,2024-11-18,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 18.11,2024-11-18,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 18.11,2024-11-18,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 18.11,2024-11-18,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 18.11,2024-11-18,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 18.11,2024-11-18,W10Name W10Surname-K10Name K10Surname 2024-10-23,odwolalo_dziecko
tydz. od 18.11,2024-11-18,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 18.11,2024-11-18,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 18.11,2024-11-19,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 18.11,2024-11-19,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 18.11,2024-11-19,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 18.11,2024-11-19,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 18.11,2024-11-19,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 18.11,2024-11-19,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 18.11,2024-11-19,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 18.11,2024-11-19,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 18.11,2024-11-19,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 18.11,2024-11-19,W10Name W10Surname-K10Name K10Surname 2024-10-23,odwolalo_dziecko
tydz. od 18.11,2024-11-19,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 18.11,2024-11-19,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 18.11,2024-11-19,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 18.11,2024-11-19,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 18.11,2024-11-19,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 18.11,2024-11-19,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 18.11,2024-11-19,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 18.11,2024-11-19,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 18.11,2024-11-19,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 18.11,2024-11-19,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 18.11,2024-11-19,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 18.11,2024-11-19,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 18.11,2024-11-19,W11Name W11Surname-K11Name K11Surname 2024-10-15,spotkanie_do_akceptacji
tydz. od 18.11,2024-11-19,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 18.11,2024-11-21,W1Name W1Surname-K1Name K1Surname 2025-03-03,odwolal_wolontariusz
tydz. od 18.11,2024-11-21,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 18.11,2024-11-21,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 18.11,2024-11-21,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 18.11,2024-11-21,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 18.11,2024-11-21,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 18.11,2024-11-21,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 18.11,2024-11-21,W8Name W8Surname-K8Name K8Surname 2024-10-11,odwolal_wolontariusz
tydz. od 18.11,2024-11-21,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 18.11,2024-11-21,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 18.11,2024-11-21,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 18.11,2024-11-21,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 18.11,2024-11-21,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 18.11,2024-11-21,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 18.11,2024-11-21,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 18.11,2024-11-21,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 18.11,2024-11-21,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 18.11,2024-11-21,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 18.11,2024-11-21,W7Name W7Surname-K7Name K7Surname 2024-10-25,spotkanie_zaakceptowane
tydz. od 18.11,2024-11-21,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 18.11,2024-11-21,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 18.11,2024-11-21,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 18.11,2024-11-21,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 18.11,2024-11-21,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 18.11,2024-11-22,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 18.11,2024-11-22,W2Name W2Surname-K2Name K2Surname 2024-10-30,spotkanie_do_akceptacji
tydz. od 18.11,2024-11-22,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 18.11,2024-11-22,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 18.11,2024-11-22,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 18.11,2024-11-22,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 18.11,2024-11-22,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 18.11,2024-11-22,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 18.11,2024-11-22,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 18.11,2024-11-22,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 18.11,2024-11-22,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 18.11,2024-11-22,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 25.11,2024-11-25,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 25.11,2024-11-25,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 25.11,2024-11-25,W3Name W3Surname-K3Name K3Surname 2024-11-10,spotkanie_zaakceptowane
tydz. od 25.11,2024-11-25,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 25.11,2024-11-25,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 25.11,2024-11-25,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 25.11,2024-11-25,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 25.11,2024-11-25,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 25.11,2024-11-25,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 25.11,2024-11-25,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 25.11,2024-11-25,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 25.11,2024-11-25,W12Name W12Surname-K12Name K12Surname 2024-11-29,
